	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R3	D_18_R4	D_25_R1	D_25_R2	D_25_R3	D_34_R1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R2	L_18_R3	L_18_R4	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4
MED134_05349	2035.9612822855427	2274.202896235062	1775.0812546535615	1264.533770058609	1374.8757091740642	1345.4079809295527	1263.4202422558824	1563.7708150970582	1500.8095284642004	1567.521465532715	1262.209028710295	1151.6759622448849	1419.2150939692658	1551.1353349236713	1834.0412424068318	1819.5202683123287	1979.7556380957333	1360.9798531716597	1594.6320722827002	1552.6680889925933	1236.3265156010923	1361.0923157410368	1478.9476306601832	1515.4639385890514	1533.8735202121838	1396.37656010252	1556.3100756336187	1489.4807930560073
MED134_05329	2024.1624081448022	1990.0812796691887	2187.860179398409	2172.5766368560144	2328.345192162473	2169.056821713782	2469.9510176934887	2807.6482149898893	3060.5351334590205	2885.8320865922137	2638.7962613053237	2632.078331036046	2299.1590058382617	2921.24136171743	2021.3475820568913	2277.9501240967056	2201.8683004761237	2436.4044242668115	2506.7552834394382	2803.195360667709	2086.950326229995	2770.1899621202433	2796.7835494350106	2843.0929568208617	4352.843064323531	4347.0087719005105	3349.1792827635472	3168.0734159437934
MED134_05319	1303.1200995439983	1394.7788449597404	1240.9743392488865	1217.450065854299	1269.5241526276502	1266.8339492564128	1239.7162977482674	1611.1370074770832	1457.3976825995335	1369.1850242211908	1644.8193036521484	1597.156920081735	1307.694424583091	1379.6338851163857	1498.4507172004753	1267.781680819627	1340.3793036134537	1241.5810071572134	1276.3390767227968	1305.6799605505282	1202.561295637197	1515.462398577503	1438.428517491411	1517.4307963938393	1861.2524954216499	1945.753128821235	1408.0361702459793	1386.219730417703
MED134_05314	4550.432460278891	4619.743687538611	3886.452048635992	3553.138106560959	3679.725230452085	3544.1023759937293	3575.740028973731	3702.1141377605068	3287.930516559657	3728.5776346185044	3624.6756470020578	3439.725105740259	3019.4603156407466	3156.5794622863164	4215.953528290087	3819.572647973372	4188.043379681117	3403.284589894285	3547.1458211650925	3251.610700654759	3207.695896570061	3469.561739848867	3257.9296469272267	3131.2376252222844	3575.222608056757	3765.6296846156574	3100.1696706621683	3164.4712858517596
MED134_05309	4937.17333489205	5067.450477278775	3871.9454410570997	3859.182183888973	4258.7798290237415	4180.276334189414	4136.338316578827	4078.9842771320104	4251.260048604171	4190.133814027478	4123.688518817756	3947.55072688761	3416.657220303835	3981.6919930258123	4244.049479237597	4432.164756145416	4372.9232836278	4038.686840362772	4071.2999581318986	4614.841293075283	4040.1384349107125	3887.4905006988124	4129.090580055828	4219.893420172369	4506.230416344749	4425.948317696986	3752.1221096185063	4090.8190745198044
MED134_05304	6961.335743036852	6310.943786144999	6080.906140570261	7176.060988996162	7539.078654440142	7097.164948581764	6957.107712985019	8044.015105929468	8130.418561225482	8166.4476727377005	8025.706005327929	7884.899599778956	7024.274490926463	7683.264951366392	6504.212644348313	6697.9441761062535	6439.983320809467	7284.164563846355	7072.1219809479035	8113.440122172107	7160.8239569584275	8371.753150899573	8085.492558749507	7847.762641103589	8385.938364980939	8280.11830367896	7932.088007302109	7659.9296407100355
MED134_05299	1489.2801137645695	1521.4651068917099	1117.0087835747152	1479.773560706883	1550.7142783738343	1291.6468013637202	1288.3093839888782	2037.4327388973084	1737.5074499644084	1788.714522757463	1954.55143098603	1749.6179603592323	1628.5073091186623	1585.4356248851284	1451.6241322879605	1259.6678780623813	1407.141491149756	1360.1448962065238	1474.2824819217417	1243.3334426913661	1407.7499400331765	1838.3217791440145	1795.382609692499	1666.9119895577173	1942.906458935433	2128.1674846482256	1637.8041305031609	1749.4345146977853
MED134_05294	2498.739345805695	2766.1883794660107	2326.3323426514726	2592.9668529659243	2652.737035341359	2463.3648175421217	2313.5049839432295	3603.2629536630634	3104.9805947014174	2925.6468368926685	3329.1142705919483	3249.857267476462	2794.8912964658466	3235.6606863641205	2285.1373437307248	2030.4791400007146	2436.8198450750338	2590.871462816969	2579.59845655265	2296.0304173133713	2350.5787744096397	3108.1098385732394	3064.9814889806926	3049.6130263235877	3736.2411716213196	3909.6410181632814	3233.7293716983627	3482.6594439814185
MED134_05284	1861.6001422057118	1895.374074147231	1615.508571285745	1589.9157973276795	1690.1724539460656	1661.771845297721	1732.7583435066606	1596.721209796206	1566.9609126389312	1515.1724419895247	1296.6237095251706	1418.6244751471195	1480.3223100712794	1518.7406166267397	1932.377070723113	2073.076604476254	1665.2030237420015	1758.4193685763898	1624.7194698729397	1654.5806662623772	1628.5225321048001	1525.816489499461	1641.0240833352718	1678.7131363864444	1362.9343816412738	1379.3085502005792	1608.3757218002706	1592.1415006789728
MED134_05279	16076.621509766652	15514.762213687976	15486.462981721226	15073.511588836931	15560.95544931241	14186.748192352963	15162.22810429597	14966.343858975444	15922.844893933201	16128.660422637884	17811.621714687295	18178.570282009074	19377.09822594851	17583.66253440808	16211.363696712642	15665.724673551967	14877.696714820595	15066.798435878894	14893.261807168614	15657.368783130714	15273.567384437443	15660.091878965168	15992.508071398472	15071.04792918703	17585.36388048237	17251.491008386518	18234.29477706007	17539.972128143618
MED134_05274	2842.217681902805	2598.9133151674882	1835.745249983475	2969.6364866004037	2989.255676396091	2740.44166607372	2737.805590629539	3452.9267778482013	3138.056286788783	3204.350088995851	3560.907267845082	3616.557241675497	3621.3663942455805	3794.9459699023237	2592.6319179895722	2413.85632028057	2325.1215697739126	3064.2920620490745	2592.2668344853823	2626.946550565847	2838.875801579819	3506.271698572173	3214.5163113892568	3099.7679003456783	4097.1974776215	3786.964696993083	4170.911002698098	3888.499434350568
MED134_05269	1650.531393688022	1723.179155016399	1244.9306867704026	1662.2229144985838	1776.57588881147	1521.8549292481825	1668.7576933361	1915.2416918879685	1751.9780652526308	1787.977212566714	1854.3439780250683	1832.9331013287194	1895.8513795649717	1887.4687337124035	1595.225659353006	1426.0008345859164	1327.5404213949341	1537.155772815353	1436.2773481235442	1405.1945948257292	1610.3412598165487	1758.3128947470657	1577.3511912129154	1634.4588357787175	1792.5715915315523	1954.2871337722052	2056.5930235827527	1774.0490703266835
MED134_15422	592.5656790682971	646.960910448698	610.596300820653	556.5966461295208	639.6885879508876	619.6320567908135	495.4124402091547	540.9356463110105	600.5305344612262	645.8837270962645	1846.246406068627	1475.8682114594883	1083.8892456094661	962.3136905853244	507.28800321891094	466.54365854162273	757.4940508926607	559.4211666411117	688.8430500923282	803.3109031853571	528.555558665593	433.93053772933473	580.7739554190673	524.1676049759666	1881.8567665886794	2035.3601808064232	1033.389890220723	872.3158372875367
MED134_05249	665.9808959440153	725.6785877656498	631.6968209354055	700.37010003911	677.5848313129071	711.3017604094766	664.8956434386023	688.5259559009435	781.4132255640052	856.0171314597752	1002.0745296096167	977.1109049754831	1105.276771245171	1045.206057992179	663.3766195939604	653.1611219582718	730.5323982337693	657.1111315620223	855.1155104594419	764.9438152720267	788.2880199263267	741.7294224093617	687.8601830793938	828.047135815692	933.2971717509955	1132.889157241311	1013.0163765033373	1011.5982008461799
MED134_05244	732.8411827415443	671.5601846102454	609.277518313481	905.520525500746	821.5905560885808	842.2584798647098	835.5640438934307	917.1193191262817	900.2789940029743	996.1060677021158	1211.5992039825364	1188.5159905647263	1262.627852707856	1081.4119196181616	750.7862447639882	657.2180233368946	629.1052287074639	863.3455019506112	806.0255459701036	823.6934186393139	840.2345121784734	906.453596167786	850.9013765442149	905.7380191048127	1037.844769894811	1091.2858831053306	1157.8946962714124	1133.4702689599928
MED134_05239	840.342036023846	820.3857932876075	973.2614902929631	1004.7326165026848	910.2677655557062	996.6495596435109	981.3433026152633	987.1389078619709	1050.1532237738484	1082.3713600197675	1311.8066569434982	1265.5966652031634	1313.0413059920172	1412.9813892455802	794.4910573490021	853.9777402001007	917.9800786241565	1100.4732800492316	1049.8918211752036	1130.6301219459579	996.0739889349136	914.9251251039335	1017.8015331679669	1011.9483405633575	1344.6194739372477	1241.6977203661827	1472.5522970177003	1383.818310356347
MED134_05234	641.0721616468966	705.9991684364119	701.5922938155235	938.310962357319	946.6481591832448	953.9163143475927	938.6762025015562	1075.6930936159308	1002.6069163982606	986.5210352223767	1180.2211126513262	1242.3591088783405	995.2837822615464	1096.6564929343647	699.2770013602218	667.3602767834517	731.8162864556213	910.9380489633625	889.9535497744563	791.3211882124414	893.4796667369238	1001.5229764512194	939.6575291996206	1023.7494873920847	1124.8405814889347	1252.3652265548956	1087.719260133751	1138.2731090827047
MED134_05229	2485.629485649317	2728.0595045156124	2388.3151204885585	2902.374052022818	2811.9012574618405	2980.988482336227	2900.177610506702	3235.3168795225793	3220.745517007196	2996.428615204588	3683.383043686257	3859.7014285864498	3667.960646523366	3032.7173040921657	3028.1191576759607	2687.6971633376093	2838.6768585146992	2647.6485364462164	2817.130542791384	2462.6874554369006	2931.0808253273794	3283.1881032536216	3076.5583784574847	3489.205745693676	3184.504577037534	3472.2732644260523	3363.8934871149927	3284.542288919555
MED134_05219	10165.385565255698	13318.04703106179	7530.2481159523295	13042.186064593845	12830.910077512532	12030.787042584705	11434.782830473503	31394.861482725573	20111.054404495833	20880.62460201622	83216.7226033586	84017.93535589652	31543.544951859418	37191.99496237439	9296.637991297948	8868.386413669456	11228.886388317305	10300.864078882678	8658.836317022646	10065.365719762796	7071.216257823474	26397.28416503571	24418.55412892361	23318.082704662556	144451.96642511667	174292.11661490475	70554.60986517936	51393.99144310865
MED134_05214	5803.735091228653	7452.3501072408	4697.503290546795	7294.611029939157	7079.018260025226	7055.8101950695855	6698.734717852015	16653.678654194307	11470.029846671649	11026.473902653694	48399.187583649924	50646.5373947849	19228.913226901128	22048.41694439108	5152.485226540384	5184.719961879947	6302.607281071307	5686.056932576075	5143.361440689384	5831.797362826234	4071.3063302620003	14336.650802940341	13950.151819534409	12983.22836940471	83582.370670786	104090.32513760397	41860.77951798819	30897.270864420563
MED134_05209	2008.4305759571482	1935.9628765137843	2096.8641864035385	2197.8000498226093	2273.0166768539243	2220.0610177121357	2531.581273413288	1916.614625000433	2277.0546771395548	2043.0865385659235	3342.2728250211658	3290.6646834615167	3372.354488629875	2907.9023600657524	1997.9342896006337	2004.1092810396663	2074.7633665127787	2179.2376790049275	2164.7090792556614	2400.3409375777387	2267.464386806205	2189.4195894976847	2189.961592693161	2357.2790790382587	2709.8432190415247	3037.0390119265653	3095.642223169416	2544.9049100219327
MED134_05204	284.4839653934081	333.32016488896795	254.52502388420308	327.06358813350994	313.78089503752074	283.96930745029493	283.26213686599993	258.79789169955706	299.74845954174805	310.4075903053965	373.5005064908571	350.830423538181	392.61386345543735	385.87826206639244	302.8119157675961	237.32873064943416	273.468191254469	283.88536814623575	240.699180721917	240.99327095560713	325.96423888222074	290.85582680773194	258.55053164835556	274.3766637679074	360.9563060001806	397.89798083899154	423.3163405723443	360.8133642187265
MED134_05199	1402.755036732473	1471.0365948605374	1350.4332873441656	1515.9271192923352	1461.2791440394685	1478.4324380603948	1476.755742824418	1254.860864792547	1190.7249151451508	1459.1368674925884	1771.3438654715444	1843.7017249914422	1813.3566378272535	1614.971985685272	1417.2846366854496	1277.923934266184	1246.65546341826	1324.2417467056762	1426.7760646739948	1309.276875042403	1555.7974429517947	1170.95355517417	1104.6282042439072	1247.9712771379016	1653.6835414426878	1803.875296511353	1821.1657539596308	1764.4433900812598
MED134_05184	2639.0148494789423	2710.840012602529	2133.7900966043553	2258.3362409424362	2258.616104376357	2124.255838742255	2123.873427882309	1948.8785531433487	1994.8776790192196	2156.632307941294	1488.9410434906526	1504.2066947824433	1660.5885975722194	1717.8728555696434	2383.4731720470063	2282.0070254753286	2447.0909508498494	1908.7116223008675	2074.4468864849428	1752.8963290402867	2277.8536852566344	2164.946283682147	1933.3405426242707	1807.5423226000496	1544.5572163728657	1852.9458249794325	1956.9891787422011	1841.2888320446493
MED134_05174	317.2586157843537	346.84976567781905	483.99318013213747	496.0604550096937	522.2102335286274	587.23749987294	533.3387514213388	839.5485982720378	927.1529938239586	857.4917518412735	1649.8802861249244	1771.1552076846779	1470.3923874547022	1450.1400367038254	379.29533779137034	365.1211240760526	372.32758433707045	533.5375007218961	511.4857590340736	563.5166037270416	477.90772871974997	1061.7649599971573	941.587010779086	934.2574572742368	2389.3323342210683	2531.3992185815737	1934.3519412784394	1772.8483602960057
MED134_05169	1959.9240933785488	1526.3849617240194	1438.791715324692	1500.7930715123784	1547.6825789048728	1811.3382038334346	1952.0198302021	1085.9900919594145	1376.7756831365807	1332.319514683733	1368.4896606385876	1322.8404015155322	1324.4989090111446	1458.7151091941896	2071.295939296907	2085.2473086121227	1281.3204454082631	1643.1953073876234	1721.3158516100248	1913.5585096773582	1840.204488032298	1178.4838031174124	1350.637105625738	1199.7832609205989	1230.9144219414193	1163.8249251885784	1223.5426849163214	1156.283759542874
MED134_05154	473.2659516452549	491.985483230949	412.7789247448475	378.3511944989189	450.965296008031	426.64320706731206	437.33777616549776	525.833382073901	466.1605353563047	643.671796524017	527.3543736632427	542.9653404678148	579.754712767854	559.2852835382033	399.58685792012676	385.4056309691666	463.48364808856013	398.27447236986603	478.2312669606509	450.8132829816332	379.20939344067114	471.581777445546	447.6397264359589	473.029302051482	521.2117484104087	494.97228715627904	627.0514777461998	531.3141885749966
MED134_05149	781.3476653201438	721.9886966414176	462.89266001738486	882.8194538308109	870.8556724592061	880.1670039175403	899.5646940639914	1079.125426397092	1120.4390694594995	1151.6785179501885	1171.1113442003298	1151.6759622448849	1155.690224529332	1226.2353661220916	758.5906755827407	643.0188685117148	548.2202707307899	849.1512335432993	945.3777032301608	937.5957108820138	983.087365871877	1057.9998360255363	1057.3559055470064	949.9923197125397	1375.1443201106244	1270.4999870757076	1245.048060506895	1191.1043504325348
MED134_05144	983.2395117283689	993.810676126517	618.5089958636852	1007.2549577993442	1058.8210395348224	1013.1914610483824	1032.3067833066357	1374.9925121331903	1154.548376924595	1491.5785158855515	1488.9410434906526	1586.9550660854713	1555.178649796246	1332.9473793355137	909.9966334665387	720.0999947055482	784.4557035515519	993.5987885118252	958.0460811628933	918.4121669253486	975.2953920340549	1261.3165304930772	1172.1600595251941	1132.9100955578112	1512.5061278908202	1651.3299580127584	1486.1346394959573	1429.4452915221095
MED134_05129	36812.487319110136	38630.70014329412	31864.42293829075	43370.81781562719	47389.25232420527	42179.78084474684	38484.53910533842	64115.28988553562	52974.855339426445	47664.15459117023	60332.98425445536	62213.17274788215	43652.703662674685	51983.0422224205	35041.894376198616	34254.446790401664	33123.0322355589	44291.12717260359	38006.717345439014	34744.99502001263	35714.51208565718	64427.8601213878	62766.035780007514	56510.7750182626	56517.515811161466	49336.14937217834	47521.2207458018	51442.01984433577
MED134_05124	4979.124887392461	4777.1790421725145	5037.749177397181	3768.3778972092327	3694.8837277968923	3606.8237521538676	3600.629170706727	3437.824513611092	3602.1495913896274	3842.860714184624	3673.2610787407057	3397.784150422286	3654.211522900413	3617.727805101462	4531.252533367688	4756.71686643524	4768.360855958206	3700.5292694826967	3741.9221318808545	3845.10159181409	3619.371847668324	3624.8731036782387	3541.563439108632	3474.454312157767	3379.100471392811	3336.7959358293983	3535.936491839582	3605.13186711057
MED134_05119	2692.765276120093	2998.6515202926344	2725.9234423246	1756.3903229072037	2047.912991283529	1798.931777779781	1609.4978320670623	2015.4658090978767	1661.0199120123762	1738.5774297865203	1424.1604678391218	1509.3076217805751	1704.1274890449042	1837.9238704347433	2525.513812948301	2539.620263017877	2827.1218645180315	1720.0113481801343	1743.4855129923067	1451.9544832201007	1646.7038043930515	1971.0423991436594	1973.859655793043	1830.16118735511	1628.500543349652	1585.1914196427385	2101.867498510276	2037.0045670451564
MED134_05114	52257.21356933935	53978.18729268357	44907.18193422219	39537.69982513703	43908.86133383741	37065.57632707406	36551.48243074241	40085.52808462582	35096.410150827774	36191.60802311329	22373.59131564744	22996.679216577857	17582.837593153137	21708.2724022733	46339.5884294247	43145.146161653545	44286.44032456176	38968.276519861676	37327.37557879624	33252.275505884616	35996.32180612508	40762.17339776321	39679.78868170472	34598.995644023365	25859.886556930483	23628.526207999097	23289.189902718063	21861.92788356893
MED134_05109	46575.40017756502	48299.44485249034	36267.83772973818	34191.17705665119	40755.893886117396	31680.498173896496	31937.509632335146	33975.28926760259	30559.872257970077	32634.08635274859	17072.718273662023	17296.10991133226	13946.194394882052	16287.873802530812	39279.70031078121	38690.6684479257	39256.16627134575	32872.25571740383	28557.690954862177	27451.651401987965	29723.78286667836	34598.66545621943	31995.628291484	29200.954398783066	18630.07674076619	18092.090496057095	18280.70111386078	17036.87462528955
MED134_05104	49894.816769159996	48454.42027970809	44370.43745380318	36678.20557515742	45299.65346522352	34854.47550595622	36997.11658748558	33603.224394124714	34269.51784864364	34116.0798361544	16396.57101529917	17410.597383957	14225.759908548765	17389.29422462649	39382.71879758874	48100.6511956413	43983.44270420469	38499.03070545525	33862.574214193904	35321.70031020988	35362.57460064889	35969.17058188952	35229.43941866791	33395.27866749319	18609.47246959916	17986.482184788838	19095.641662556205	17613.21544001497
MED134_05089	782.6586513357817	694.9294950637154	737.1994215091685	1079.5620749702487	1187.6682669656884	1267.5231951482824	1148.4561113939494	1795.1100445473253	1559.7256049948198	2058.5700525716557	1443.39220123567	1490.6042227874248	1541.429526173293	1198.6045769864734	710.2032045064753	665.3318260941403	693.2996398000622	1139.716257410623	1048.308273933612	1261.31801515074	857.1171221604211	1587.9410350312098	1537.796818833876	1458.4250622502034	1507.9274009648136	1452.9143429026983	1228.0701324090737	1195.3068355399075
MED134_05084	17547.54781931229	13675.966470112306	21287.787230771017	27674.28792651537	25649.69335714922	27892.40275218091	32803.88880408848	26456.421077190793	41315.67387863018	29367.064897539058	37970.52710024803	36023.8800001402	35455.934462790836	41122.23652045802	21204.638534550475	18730.7136651015	15705.804617915113	33524.357107175034	32879.191377165545	39257.923735818134	34484.678881587606	32468.54656927478	39051.74242758875	34177.10464489637	47765.27929210001	35849.22129778861	32531.973959171977	31896.261609944628
MED134_05069	1792.1178833769072	1642.0015502832923	1582.539008606444	1492.3852671901802	1537.0716307635073	1336.4477843352472	1682.9800600406688	1479.3354286804918	1652.7509889905348	1393.5162605159132	1010.1721015660579	960.1078149817101	1078.5423642005399	1400.595173426165	1663.904650558028	1890.5160424382277	1454.6453553582787	1583.9133628629684	1621.5523753897567	1816.4418183967402	2070.0677162480474	1535.229299428514	1641.0240833352718	1562.6685259039602	1416.3528624446833	1345.172530396698	1567.6286943654995	1293.7650580555003
MED134_05064	2424.013142914339	2423.028504912424	3998.548561745615	2085.1354719051533	2179.0339933161163	2025.6936762048952	2472.32141214425	2106.7658610767653	2326.668215270603	2167.6919608025314	1730.8560056893377	1879.9749836448245	1930.2241886223544	2320.033501559668	2519.270268293299	2602.5022343865303	3293.173289050296	2294.461740193694	2508.33883068103	2527.431916290646	2659.660403309913	2123.5299199943147	2280.647226928032	2199.9304546552294	2289.3634630032593	2039.6271832819084	2487.832397267414	2188.2940309105793
MED134_05059	1128.7589594641677	1126.6467565988733	1243.6119042632306	1225.8578701764973	1215.7114870535827	1248.2243101759323	1232.6051143959828	1333.8045187592554	1406.7505290907554	1354.4388204062077	1293.5871200415052	1462.832509130929	1427.6173361832925	1497.7793283169603	1130.0815825553584	1223.1557656547761	1124.6860823423233	1296.6881668561887	1184.4933367104863	1297.287160069487	1216.8465810065372	1412.8627703508273	1422.0279240659556	1467.2759223717487	1440.7727393833848	1373.974797106223	1426.1459602169887	1715.8146338388026
MED134_05054	10109.01316658327	10115.221535228311	11758.26483394588	4908.476163299309	5334.275215637852	5083.877698430523	5281.238836296634	3671.909609286288	4179.94058754079	3735.9507365259956	2780.5037705430473	2685.92144934966	2243.398671145174	2810.7182051749573	10354.918810320785	11422.205831512512	10628.026700490584	5653.493610935771	6305.685116017588	6067.994747792675	6023.195776636414	4749.70389020005	5002.180994763894	5064.6588473287575	3189.0833039635404	3054.1070218285063	2709.6773244122787	2878.7022985504054
MED134_05049	2077.9128347859532	2250.833585781592	3260.030357729275	2090.1801544984723	2022.1435457973557	2076.697872203249	2171.281316897539	1662.6219991945018	2045.5248325279977	1916.2691857570678	2075.002813838095	1937.2187199571933	1705.6551694474545	2028.4810368872827	2188.3624015781943	2245.4949130677232	3279.050518609924	2115.7809496545924	2574.847814827875	2495.059685863773	2416.810552031127	1653.8307045345794	1985.4365452698348	2052.416119296139	2047.4540570792485	2148.4357464067803	1721.5619091190792	1900.7239785632082
MED134_05039	1189.0643161835076	1143.8662485119564	900.7284523985011	1040.045394655917	1004.2504490935144	1062.1279193711275	1024.0104027289703	955.5614462752875	1099.7667619048962	1029.2850262858278	1000.0501366205062	968.0425903121375	853.97334502564	944.2107597723331	1176.9081674678735	1103.4771749854033	866.6245497500778	1035.3466367686246	1170.2414115361623	1204.9663547780356	1083.0843634572593	1040.115497160336	1020.6957555371649	992.2797625154789	913.4560217383006	904.6045248028548	813.8086868222341	803.2750105235542
MED134_05029	1743.6114007983076	1796.9769775010413	1289.769292014252	2041.4148894297225	2338.198215436598	2127.0128223097336	2356.1720840569365	3144.7032940999225	3103.946979323687	3559.7336009369465	4728.982022561746	4998.3416885027755	4020.8548195124945	4212.266164433385	1601.469204008008	1557.8501293911577	1450.793690692723	2036.4600379666736	2343.6499175555077	2273.2499588648316	2275.256360644027	3084.577813750607	2849.844292870307	2628.705456098984	6169.07141163945	6405.837466322103	4834.182060386317	4069.206293967601
MED134_05024	963.5747214938016	902.7933617287914	828.195414504039	945.0372058150775	951.1957083866872	954.6055602394623	938.6762025015562	828.5651333723218	938.5227629789904	865.6021639395143	1015.2330840388338	1040.0223379524427	905.1506385110764	1069.978489631009	814.7825774777584	939.1726691511797	801.1462504356275	882.5495121487388	883.61936080809	990.3504567628432	910.3622767188715	845.2703316289427	883.7025633951257	941.1414595909944	1103.473189167571	1027.2808459730531	971.1374871953781	967.1719297110955
MED134_05019	692.2006162567717	598.9923258336804	726.6491614517922	672.6243457758559	695.017103259436	672.0147445729067	754.9706325675395	650.7702953081699	787.6149178303862	641.4598659517695	869.4767888228896	803.6793870389994	738.6334746330893	976.6054780692648	635.2806686464515	643.0188685117148	586.736917386349	709.7134203655894	756.9355814807653	811.7037036663982	714.2642684670176	643.8361991472125	727.4145554584333	713.9693831379957	997.3993487150867	971.8098137917461	822.8635818077388	799.6728804315203
MED134_04994	5583.489440601498	6216.236580623041	6058.486837948337	7408.957168721053	6737.952069767051	7351.496682681664	6842.143582123085	7433.059870882768	6644.079648049505	7256.6068973532365	4341.310765147116	4665.081124624827	4393.608837734778	3436.6984969715495	6109.308444919438	5961.616575886214	5864.801397419786	6416.644277070064	6172.667147723898	5769.450844967072	6116.699462690278	6242.5755449478265	6078.831716105554	6129.712348621388	4601.620560636552	5567.371479889268	4220.712925118374	4381.991256959209
MED134_04974	1023.8800782131416	1050.3890066980762	957.4361002068987	667.5796631825369	844.3283021057924	734.7361207330447	769.1929992721085	415.99873307674153	594.3288421948453	726.250537887923	238.8783727150197	254.4795802401345	300.9530393024169	339.1917562855203	1055.1590466953346	1156.2168929074999	864.0567733063739	698.8589798188216	642.920180086173	808.1067891745234	645.4351662329232	476.2881824100724	562.4438804141466	563.5047610717239	296.8541290360893	227.217881819585	385.96489875713746	341.60200372787915
MED134_04969	1093.3623370419464	1150.0160670523433	1010.1874004937802	763.4286324555965	824.6222555575424	678.9072034916032	625.7841350010375	515.5363837304174	531.2783041533052	704.1312321654482	291.51259043188844	289.0525298941394	329.9789669508734	352.530757937198	1300.2181744041625	1083.1926680922893	975.755048607495	674.645227829878	718.9304476825679	708.5921548993225	720.7575799985359	576.0639676580322	607.7866975315821	559.5710454621482	338.8257925244824	361.62845979736767	388.22862250351363	402.23786027711606
MED134_04964	9858.614837596446	8963.975504467891	10406.512764094541	9356.204649742156	9392.204954842891	9593.61356893363	9742.321192629788	9086.071338290018	8549.0327892062	9817.28518982507	9009.560998035553	9452.584497204818	8825.409685533314	8305.434099833934	7785.70018478747	9556.031197346021	9725.45328052865	9384.9162881285	8495.730951138716	8872.389079957675	9260.760906251458	9030.64984593327	8470.424133852843	7763.187755497711	8099.767932105532	8238.515029542981	9023.202853055423	8843.229375943163
MED134_04959	15747.564019841557	14845.661956493886	14683.324434853457	15958.8533839644	14577.168971634386	14898.04995276244	15177.63566822592	17512.44831604085	17315.124807735734	14449.067808111296	23114.519149661824	21506.64176345689	22604.323076336103	25192.61019085798	18630.73725052591	17852.394516629658	13390.954153916018	17804.622324559798	17341.425842669163	18949.744514693386	15183.95968530249	17459.821137400064	18215.270850942543	16913.010263370867	30466.84896564738	26927.985872168	24692.69862547129	24046.019429372132
MED134_04954	30622.011353268324	30642.085859331582	20648.17771479258	32976.249332093554	29580.29171865787	28739.48595328871	27956.432152281195	36169.23638132085	35074.70422789544	28822.92997676618	45136.87828169862	42062.810796261874	42024.19635355602	43958.67994310407	33975.80912635703	29440.933304665705	22774.893167432045	33079.325044757556	33841.98810005321	33307.42819476003	31840.60242595334	36198.84314415841	36128.57783469876	34051.225745389944	55823.075560717145	52261.179569123415	45574.4183239183	46879.32172775953
MED134_04949	8803.271095007996	8175.5687675902955	5683.952605911478	4737.7977355586845	5274.399151125862	4554.536853474633	4482.415906390007	5627.652827991959	4895.202428930064	4966.521444886344	4193.530076942062	4113.614239160125	3605.325750018802	4411.398403376289	8967.291010746594	7870.388674528244	6344.975592392421	5069.02373534058	4329.418158511323	4765.911701734021	4231.041793937352	5744.637899700932	5258.802044832784	4967.299385991758	5985.9223345991895	4697.969725509166	5156.7626942449215	4919.909350702935
MED134_04944	6235.049490373497	6047.73155261644	5789.455206485241	4412.4157082896145	4217.8518861927605	4132.718367650409	4417.230058994066	3301.904135477107	3526.695668815325	3167.484579458393	2276.4299162545735	2258.5771208395013	2253.328593761751	2470.573663057174	5616.068417174281	5630.979113528455	5500.177142413827	4377.679368207982	4633.4592288969025	4839.048963068808	4859.594350188327	3361.3144256647597	3331.2499469469094	3383.978853137525	2706.790734424187	2530.332467962702	2458.4039885645234	2544.304555006594
MED134_04934	8177.930765548754	8004.60381216754	6579.405928281291	7098.7091892319395	6702.329601006753	7478.317926785679	7003.330404774868	4094.08654136912	4345.319047977616	4616.299104280493	4334.225389685231	4568.163511660321	4533.391594568134	3932.147129748152	8316.401480462639	8190.883883439446	6795.620358262462	6751.462020089595	6931.186276446255	6931.254225842611	7524.449402723454	3663.465624387355	3959.296201062878	4009.439635060067	3865.2086467038366	4151.793408647065	4083.7576384626154	4277.529484290227
MED134_04904	1680.684072047692	2022.0603360792004	1585.176573620788	2500.481005421744	2420.8120259658	2556.413012944524	2339.579322901606	2911.991131537191	2723.5765203189862	2775.9728681705888	1898.8806237854958	1887.9097589752519	2719.271116539605	2799.284775187805	1787.214657494317	1720.12618453607	1828.2568279172012	2397.1614469054202	2313.562519965268	2062.230975341514	2123.312870806498	2658.177523964515	2667.5082836108327	2593.3020156128027	2212.288226415483	1936.152373251393	3122.80690812593	3111.6400445019294
MED134_04874	4748.391348640203	4782.098897004825	4042.0683844822925	6452.989817287117	5988.364376066307	5560.8358556043195	5418.721714440801	6674.514326246135	5953.624575725754	6148.429680657248	1711.6242722927896	1700.3089993772908	3111.884979995042	3173.729607267045	4918.35230197781	4543.7295440575435	4238.115020333344	5753.68844675209	5084.770192750497	5162.771267337534	5716.711472348748	6256.694759841405	6046.9952700443755	5384.273240606785	1863.5418588846533	1790.0075384660263	3445.387541984535	3668.169143721163
