index	D_10_R1	D_10_R2	D_10_R3	D_18_R1	D_18_R2	D_18_R4	D_25_R1	D_25_R2	D_25_R3	D_34_R1	D_34_R2	D_34_R3	D_34_R4	L_10_R1	L_10_R2	L_10_R3	L_18_R1	L_18_R3	L_18_R4	L_25_R1	L_25_R2	L_25_R3	L_34_R1	L_34_R2	L_34_R3	L_34_R4
MED134_06569	10660.249934290287	9665.458105210257	8182.739421506602	7222.911718557915	7962.035864308378	7016.152568567486	7799.805036242203	7599.922458322434	7471.732215759109	6011.402329800076	5732.913575437373	5407.754882665965	6248.93591785023	9498.174758356017	9022.008742084103	8552.391623423493	6839.593177838459	7119.403776004269	6078.950092582826	8256.742242183565	7287.569948263235	7196.230455645213	7057.875385276806	6113.089919349177	6144.169038743675	5567.353265723135
MED134_06564	1379.7652498575922	1303.5691417647615	1062.3485130161118	986.6392211278901	969.5242133665271	995.6561582755289	804.6537806181977	896.4331087950108	850.1216993825709	599.3331982115307	686.761111862975	606.0152757993214	685.8358110321734	1244.5446812401058	1252.4283847570591	1229.8993548882113	919.6445843014245	929.0875944406179	965.5340348811528	903.4819781747291	847.2564342567325	833.2997629270486	749.2436714731217	757.9685594659292	715.182600521987	728.4276212982488
MED134_06559	2838.0320905942563	2561.377317452392	2675.790317159332	3134.679210720167	3190.170833090017	4135.435170583252	3566.536050871013	4329.29354050305	3890.4000000515384	3199.455448408958	3323.3631601009924	3148.6941745106524	3798.9832338742262	2682.5090454245337	3045.7248568558366	2696.467039896867	3703.8664559307604	4629.833141805508	3971.7373002408503	3949.2897826207663	4228.518080248092	4299.945395886906	4450.507408550343	3618.722471577643	3580.327710020564	3670.108774956128
MED134_06554	3335.652344641257	3037.538721227945	2399.5797037751427	2307.531110462477	2493.0622629424984	2911.75703841009	2362.6741930468875	2676.8199791628276	2746.7750810041916	2017.8554914659574	2196.514315329907	2072.769939559536	2396.180137581459	3632.16798053641	3101.251238446051	2591.7122052533914	2583.6027964105097	2751.2516362505116	2489.5120791259997	2642.04351346364	2716.461351070555	2462.336547391789	2618.60663179856	2053.4439090240407	2225.0125349572927	2325.136206219165
MED134_06549	17012.226118302	16507.34092517483	12141.31556813289	10816.552080292862	11158.328397246014	9992.37655247743	10086.241575656013	9388.628893505054	10750.667174842363	8115.5939268710445	8332.51461683216	7650.08744017186	6734.775591414975	16467.624973300608	14957.16197428258	13276.705338887883	10463.380591139856	10114.330840770861	9802.780005489327	10266.063360837143	9570.212712721237	9005.173001501083	7978.695857517272	7539.7925125821375	7082.294363502454	8125.181628745908
MED134_06544	8770.88961143804	8762.606612337131	10433.59033345949	6702.020504652048	6506.601725537159	6429.9808974484395	5855.051799020271	6343.668171287199	5705.5247095440545	4987.415960996455	4629.610825930161	4410.909178057545	4477.272020851025	8296.436072521621	8614.815277089196	8809.752266559932	6525.177568356854	7246.64316232301	7826.044785428588	6103.016012402166	6221.9484536310565	6474.630423691778	4810.144370857441	5676.365652399279	4597.917768170675	4546.126306452061
MED134_06539	7274.037242981153	9385.945177279673	7536.034764208044	9638.18417131037	7564.125374213197	7904.363817676591	10571.390280593772	9880.523163180274	10317.082873064854	8471.981339542892	7544.281046808207	8454.559412311988	7705.511560537541	7755.812204619869	8121.247440731735	7491.910581353742	8638.421356481209	8569.452631410299	8848.988952113485	7543.266989177023	8864.650939863683	8868.76094066605	6599.338258335256	6397.59058363625	6128.7175628064715	7452.695344377426
MED134_06534	33745.03979449205	34830.27909903151	37179.54208428138	41025.69741575549	40236.402673432305	38978.625380930476	48799.02902095375	44019.85738072391	41514.39984813998	38085.2655620617	40003.69461068934	36031.6761283594	38468.124988251635	35370.435463014976	35615.03245849384	33114.167173409725	40385.968541214985	38038.57465145832	39153.709890153565	45505.66064415494	45502.42602534583	43280.18602609478	40836.02782629955	39911.97880024335	37660.76524322802	41127.594814280536
MED134_06529	250.14066246212855	254.77727059159477	224.42112337465363	240.08503833120628	258.6418185618675	223.2466446013476	215.5446389080616	249.5869444440865	308.32661459734044	464.8094987804668	477.6493610671467	529.9782273928821	493.38669762011926	214.02997702855322	294.0841691629876	223.7356344854475	223.37838207138176	247.27654322321354	230.94530293778928	230.8581710793472	227.0996627904644	238.22685986407916	535.7092251032819	516.5104311042066	537.4906272441476	499.3061881284565
MED134_06524	211.5551347419066	170.6760356390295	150.05672746352582	237.5399672534903	220.381194514254	214.88981833284797	214.85156932957906	196.54971874971812	186.774776150312	385.5007506084217	333.56968290487356	372.5815371915527	317.91838833265814	206.1029408423105	185.08793863404816	183.6442780169569	194.71851418297805	184.85722163288779	172.23039541123268	208.05736405916474	206.71892382208938	198.68713208580874	287.70956984567874	322.29411046542975	281.43759742763376	257.6872222403119
MED134_06519	396.4995607112463	426.6900890975737	517.8949000953546	336.797739284413	293.0763802047197	323.5285598233433	277.92090097148775	279.745366897747	329.8205372495589	492.91892851233087	495.589243172955	566.476010627973	509.42412373779047	402.69343826112976	427.7587915098002	358.2356690894159	295.028051792391	306.0947501064051	387.5183896752735	283.1100205005986	240.68682210271442	301.4904243093118	450.29544655534613	431.4751772029043	495.5509068431669	505.8525147904506
MED134_06514	403.1522379043881	361.1405971492508	685.2147908953922	427.5719410562825	387.9627278428013	458.431612443409	381.1882681653822	384.77987268463335	367.62019432759826	747.9116125085264	677.7911708100708	831.8453095664462	911.3031546864918	385.25395865139575	458.6067812821415	494.028973256884	491.43244055703985	492.15234330833766	529.7389434618217	406.61439185992015	465.8454621342859	454.7068694501096	773.9687126317347	707.5772978947871	927.0885562322053	884.9443405804706
MED134_06509	389.8468835181046	430.4004376984222	455.481924955658	426.7235840303772	404.032189942799	427.39197201755314	502.47544439982204	495.01410648077155	498.80723948079356	798.1070227439981	691.8067037052335	813.5964179489008	829.2292680842922	391.59558760038993	372.23240991958573	371.16836472441287	398.7093385651456	416.5289344585199	477.54791454932695	439.8655687643529	493.01978075878594	515.0049543119719	681.8117410405407	812.5590928346664	671.0355264156915	775.4421491434789
MED134_06504	979.2740828304608	1077.237877113005	997.279666593875	886.533092071062	935.8548642046272	859.5592733313919	982.7726622882036	881.8738703691057	984.2734235222791	1315.1197481693553	1351.0973710936896	1499.4505945749836	1304.6917835728966	975.0254509078535	814.3869299898118	1013.923337783762	842.0943535445675	869.0690159883816	936.8289689792807	878.7811039028647	953.0421746163934	944.0110007062058	1235.5028142591775	1262.9309931267492	1259.295288882079	1550.8842982869578
MED134_06499	2541.3226877801358	2330.0989213328376	2183.12619424811	2063.2042870017444	2013.2740373854244	1836.1141144217786	2012.6740559132181	1808.4654016177767	2044.146161200637	2494.7118887029374	2416.8384924418656	2567.0107542013916	2584.855738965826	2487.503955242963	2112.059033079638	2167.5197884254912	1932.8552078855787	1776.5499221861944	1835.8194419970027	2079.6236069658066	1865.3228712960367	1730.8515834937866	2387.839580984839	2395.6845605280478	2431.400106404224	2575.681981191847
MED134_06494	8975.792068986804	8907.31020777022	8026.043015836725	9562.680396004795	9470.269664265305	9974.46906761636	9000.201546173916	9612.21719790288	9727.852924495417	10982.75575952118	11740.531595619936	11204.819453172899	10126.219526298968	8976.575777301246	8156.208495807055	7971.713589412128	8560.871125724352	8850.339578566764	10158.983777817102	9462.334913375711	8985.964862294486	10203.226753182676	9537.871937852839	11170.062981603167	10744.294160619665	10631.234499078364
MED134_06489	2836.7015551556283	2680.108472679543	2199.061421943352	3452.8130954346625	2814.451504942452	2813.8627878362367	1917.0304540826314	2344.0373865707124	2317.637797706451	2024.8828488989234	1586.5583237324238	2026.3873400316081	1695.250278438536	2815.683253353411	2835.9585264039156	2474.0246749749194	3240.2509459712887	3293.819585458728	2954.0122364472027	2023.5716230411913	2378.7233910231976	1931.515701968509	1744.2392671894272	1790.9894216743423	1473.408598297612	1536.601403751698
MED134_06484	1339.8491866987417	1229.3621697477922	1225.6845968923392	875.5044507342928	798.8818301141707	909.7002309423897	537.8219929024302	733.1616493045041	681.1349971513363	628.4465361481041	617.2440687029678	701.0615863073706	713.1937732329067	1493.4536174881268	1065.2839134715216	1560.9763631441335	832.822043345378	925.4864797334837	1257.8037967911234	652.6731009527223	553.1914862844645	621.762219313302	754.4883771734335	967.932149345688	775.8848274181432	727.8325006926129
MED134_06479	166.31692982854292	127.38863529579739	116.85833643177232	187.48690272507628	178.2945080618791	174.29951931442113	155.94065515856545	160.1516226849555	144.52810059250334	193.75428350892028	178.83819974227674	189.33225053203392	203.7696494951162	171.22398162284256	176.86180802809045	113.80772158797329	158.47221067705573	150.04644613059074	176.14472257966978	158.65561551543612	155.28182071142865	148.273979168514	228.5193197993021	192.1166847399793	215.2169862681905	185.67762895837714
MED134_06474	251.4711979007569	218.91056745005957	191.22273234290014	278.2611044969458	248.69405630948802	211.30832136063384	241.88128289039707	255.82661805518867	251.99771385359557	356.3874126718482	315.0691794832587	332.28190153613986	293.39056015269045	299.6419678399745	244.72738552724144	208.21639972345113	240.23712788808982	225.66985498040847	225.7262000465398	226.1080029501425	231.95221968769656	213.51453000266014	353.64301293531344	294.9988437810611	325.5846715339292	306.48711190244944
MED134_06469	324.6506470253158	309.19571673737227	272.22680646037867	348.67473764708757	322.154454480906	278.16293150863095	317.425866944991	277.6654756940462	269.0446180260447	491.91502030762143	419.9053655390761	426.56784156012463	395.2753849002485	382.0831441768987	259.12311408766743	276.75968658893504	332.9602298799841	266.48248832792916	315.75572492059325	330.61170179264536	307.652107284518	256.01973736430085	458.53712694155047	449.3220823426838	432.6413262416958	422.53563000143515
MED134_06464	975.2824765145757	959.7435047528036	933.5387558129083	977.3072938429315	919.7854021046295	939.5460390441741	972.3766186109659	977.5488657393388	956.1089731504067	1534.9756450007208	1425.6600060959554	1444.703919722347	1412.2368763619859	984.5378943313448	843.1783871106638	852.2646423463	990.4513167315984	985.50505818572	987.7152221689631	1005.1355761397091	942.3665494424827	971.688810150995	1437.7986055569204	1468.6953112089127	1442.5056464232052	1397.3431820329151
MED134_06459	1177.5238631860839	1064.87004844351	1282.7858294669552	1579.6407822357105	1522.0076246140666	1611.6736374963598	1723.6640416860103	1837.5838784695868	1648.3615165011663	1998.7812355764781	1991.8875350605306	1967.0784422745853	1980.15043652893	1220.7635726813776	1213.35426437876	1076.0002768317474	1554.376364300483	1631.3049623317825	1480.9204453920386	1722.410963649615	1754.6845740391436	1599.3819886310375	1960.0214445736863	2033.4973679854638	1917.0866930658817	2081.136757908477
MED134_06454	3038.942941827136	3099.3778645754196	3978.495181245339	3005.7289427825576	2887.146690632918	3026.364941520942	3039.11010164582	3029.3615381901	2598.541131678547	2959.521387483404	2865.89616640288	2854.430797177732	3199.9381994788614	3093.129519871906	3070.4032486737096	3319.8229695037207	3049.7471182424874	3273.413268784968	3571.1711533374532	2901.402693318215	3028.966015252305	3026.766161426599	3402.3155121594455	3146.3043943481853	3483.204146986714	3163.0660189544055
MED134_06449	5701.344354522452	5786.90703445666	5133.799189150361	5233.514492809934	5207.270932880203	4962.7609711647165	4976.239573504445	4573.680756937885	4575.9820156826445	4390.090579194344	4487.773633031114	4708.974407810788	3971.621409140922	6622.246029987161	5661.634389550384	5283.00616689626	5041.6079364865445	4267.320927954001	4737.640649531711	4858.471962550541	4595.371381678841	4430.426497555198	3914.0489397755878	3794.042069127241	4437.884624535354	4346.76090356406
MED134_06444	2011.7695832060551	1779.7305455403148	1898.9479670163	1529.5877177072964	1603.8853600759596	1498.2595667095788	1874.0601402167156	1885.4213761547035	1567.57401411869	1010.9355621423975	1018.0883095046224	955.0253279848779	1539.5929072964334	2070.5418518465963	2083.2675759587864	1960.5966582655396	1553.5334270096475	1664.915366265035	1671.4177009226444	1960.8694037356895	1935.1996906161796	1991.8137868303713	1780.9522070916103	1599.922554883762	1507.622580729991	1570.52327827294
MED134_06439	405.81330878164476	378.4555572865437	549.765355485838	342.73623846575026	338.2239165809037	399.9338285639115	356.9308329184943	431.5774247678996	354.2791388882902	399.55546547435375	386.2680865906855	365.73820283497315	597.1582783815211	428.05995405710644	429.8153241612896	442.29819071689616	325.3737942624655	375.7163011109992	400.5661469033972	467.41654391374	427.9955183358752	458.6608422279366	579.1653580487231	616.2431362970921	581.6377013504431	518.9451681144387
MED134_06434	544.1889943989925	681.4673596891685	772.8585432192215	672.7471215429207	700.1694200713277	709.1364004983983	819.901311344813	869.3945231469013	875.3214707679305	981.822224205824	860.5537197629931	887.3523549031469	1029.225405551721	599.283935679949	577.8856750685281	574.2116861938651	599.3284137839714	693.8147669078515	635.4257770096236	801.8283802097491	860.8435935689826	971.688810150995	987.5031590015743	1028.821590410818	982.2723988650747	1037.8903362288775
MED134_06429	852.8732161607682	819.9870407875113	853.8626173366999	1376.8834530443385	1225.1051820045857	1275.0129221082311	1607.9214220794304	1572.397749997745	1420.8224042863021	1851.2067294841918	1986.841943218272	1890.2810233840817	1902.7934399613396	819.6555416574963	732.125623930235	751.3896163933236	1218.044385257157	1203.9726837518601	1264.3276754051853	1529.5541376039052	1576.110480221001	1515.360067102213	1870.8614476683847	2004.1024654022976	1927.019784739798	1854.990927766864
MED134_06424	248.81012702350023	293.1175394670289	236.3725441460849	138.28219522256757	149.2164337856928	145.64754353670807	142.07926358891518	151.83205787015262	133.41055439308	891.4704857819752	954.7381008184868	426.56784156012463	483.95291755090096	107.80769213290087	158.35301416468565	213.3894779774499	100.30953760941294	124.8386431806515	103.07728210217714	145.35514475366304	158.19335484976793	133.4465812516626	996.4940830592518	1249.2833597845647	620.2663911934517	582.0279523118361
MED134_06419	3762.754220440955	3584.1967484196193	3103.385593648317	3466.3868078491478	3471.0038135995005	3213.796616400148	4168.813514572316	3824.9199236056256	3630.990588731661	2343.1217497918133	2310.3204424386286	2257.5399671871837	3082.015948613632	4261.574653724082	4361.905753809068	3203.428708788748	3445.0847076442915	3563.9031884937913	3089.7089116196894	4055.693548714951	4161.552795066288	3498.2774151824733	3537.9286166960806	2924.79280702504	2928.0546901000484	3401.114261208735
MED134_06414	4430.683010632383	4368.3170860655955	4622.543967261357	4458.964528158375	4567.553298804104	4709.668518461584	5270.10107478103	5435.795660871834	5220.799695249198	4969.345613311686	5582.106441485422	4972.062595297068	5211.220110236212	4572.314472224796	4310.4924375218325	4305.29437689049	4218.058203340356	4398.161428979876	5400.466716720394	5330.638674593486	5117.5065038210205	5644.2961403480995	5267.932254127519	5894.727785874228	5701.594620828063	5472.729089427039
MED134_06409	1264.0086666969262	1208.3368610096509	1296.0651858796566	1168.187624671629	1085.8365104712723	1082.8059179327395	1442.9708624005923	1354.0091736091692	1234.7887978826182	1591.194504464449	1587.6795663640369	1574.7272724973584	1532.9892612479805	1338.0837082377698	1299.7286357413159	1325.601302587189	1240.803692109713	1348.0172720372273	1221.270076552377	1319.5967062930586	1444.1209326162864	1413.5452680731667	1561.4238113499855	1707.003985722439	1569.4284844788046	1589.5671376532864
MED134_06404	1130.955122834092	1120.525277456237	1072.971998146273	1034.9955716044935	997.0718626808089	996.8499905996002	1528.911490132424	1318.651023146257	1102.8605829827948	1353.2682599483137	1192.4415387204472	1339.0124224373965	1299.9748935382875	1090.760179226997	1092.0188379408842	1207.9137723087165	1085.703230595999	1172.7630229566973	1007.2868580111486	1377.5487574693557	1398.5068977823043	1392.7869109895748	1464.0221340584797	1465.5458573607164	1208.526153659839	1378.299322652569
MED134_06399	734.4555621228455	709.9133656290068	681.2309839715817	543.7968536053118	661.9087960237142	647.0571196466866	749.9012839180792	746.6809421285587	736.7227281484529	598.3292900068212	693.488567652653	454.7015494705072	529.235061883149	632.5774876621683	695.1080362034253	716.4713381788318	598.485476493136	622.9928443342128	516.691186233698	843.6298597467502	752.1463190709825	770.036198481816	754.4883771734335	689.7303927550076	494.44722999050947	526.6817359877044
MED134_06394	3972.9788197442335	3754.872784058649	4236.114695651746	4173.068210428281	4006.65255026609	3988.5937947224725	3619.2093388356834	4093.225888883019	3304.1347304686146	3454.448132405154	3512.853164843593	3275.676045349406	3808.4170139434445	4156.937776065678	5013.826604331215	3868.1692644275918	4333.540612184806	4550.608618248556	4093.081442462401	3776.383662717716	4042.179895394377	3693.999067684912	3507.2096261656825	3280.681091871231	3326.4820339093653	3568.9382719980376
MED134_06389	1917.301567063443	1936.8019696428998	1986.5917193401292	1958.8563728153897	1928.3354519997224	2071.29908226384	2226.832555664315	2007.0950115711958	2076.7576300522787	2098.1681478427117	2393.292397177992	2056.0417889101195	1837.7003574837331	2048.3461505251166	1935.1972250515478	1981.288971281535	1849.4044160928738	1951.8041712667243	1942.8110512676171	2033.0719592996006	1948.7868499284295	2071.881735581369	1898.5834635128904	1967.35883717334	1943.5749375296589	2111.4879087959043
MED134_06384	6121.793553129008	6082.498139657588	5610.528084366341	6029.273383109127	5998.500638184851	5621.756414052117	7418.61676807682	6319.74942244464	6769.103295955554	6636.837141334052	6541.329512830361	6219.830559646737	5643.287237406412	6883.838224133171	5966.001221970819	5899.895748685615	6178.730341823503	5520.508846036694	5487.886690148823	6719.587835572933	6658.67857438195	6403.458913690891	6695.990691955289	6575.009817084647	6111.058733163954	6492.170686881206
MED134_06379	1629.9059123197208	1820.544380149648	1634.6887744035423	1588.972709520669	1619.9548221759574	1620.0304637648594	1951.683933006757	1917.6596898120647	2064.157744359599	2070.0587181108476	2097.844963747961	1742.7691494755893	1660.3452921824282	1677.3608570089577	1595.869337555793	1778.2456498120825	1557.7481134638244	1560.4830397581438	1740.5708142316998	1815.5142589820266	1775.0653130075189	1913.7228244682872	2080.6496756808588	2197.2689680916756	1598.1240826478968	1801.4300732596398
MED134_06374	3732.151905352503	3705.4014693806694	4406.090457734324	3963.5240250296665	3741.123819375652	4337.192833351315	3626.1400346205087	3485.897657402408	3139.595046717149	5899.968519077329	5429.056822270245	5289.897457635984	5904.602945323761	4340.845015586508	4600.463541381841	3833.2509862131	4269.477378081316	4580.617907474674	4005.661469033972	3093.309485738084	3424.9346580664483	3456.7607010152897	6688.498255240557	5609.177303637756	5422.364377105743	4990.6813988620215
MED134_06369	5457.856369253464	4902.607284587775	4858.916511407442	4759.282915328859	4994.541863175472	5380.602284589699	5152.972316017485	4698.474229159929	4992.519413287705	5463.268450028726	5496.331380167026	6156.719809469392	6347.990608577023	4924.2748788939725	5743.895695609961	4465.659802764451	5195.022523418588	5160.397375323277	4548.448169723917	4853.721794421336	4868.085079303288	4487.75910283369	6048.644159802511	5830.6888909609015	6560.25521219551	6301.136972472106
MED134_06364	1319.8911551193166	1439.6152571292052	1521.8142448955803	874.6560937083875	929.7331643570091	878.6605905165338	745.7428664471842	739.4013229156063	963.5206706166889	798.1070227439981	824.1133342355699	1035.6245992957035	805.6448179112464	1352.3523733730065	1347.0288867255726	1526.0580849296418	869.0683468513004	926.6868513025285	961.6197077127158	671.673773469541	695.8566590630896	887.6668886221704	627.866196694476	735.9223825285545	821.1355783770961	849.2371042423212
MED134_06359	1633.8975186356056	2074.084867874293	2201.717293225892	2090.3517118307145	1936.7527892901974	2061.748423671269	2032.773073689211	2244.2026087930776	2500.7067251236217	2372.2350877283866	2262.1070092792684	2713.001887141755	2595.2328970419658	1682.1170787207034	1832.3705924770766	2119.668814576002	1883.12190772629	2765.6560950790486	2422.9685172625686	1850.665503138141	2034.1918513197154	2437.62421753037	2393.8335303566237	2440.826732352196	2146.6514784186184	2783.9741931643857
MED134_06349	1365.1293600326803	1381.4864623825792	1446.1219133431823	1646.660987282231	1462.3210510997894	1473.18908790408	1834.5551742432122	1754.388230321558	1351.8936178498773	1575.131973189098	1527.6930855727403	1579.2894954017447	1597.1389657186653	1366.6210385082434	1180.4497419549293	1343.7070764761845	1605.7955390414425	1471.655543648834	1794.066618867007	1683.4595849901366	1663.4565043711793	1640.8987027982216	1789.1938874778145	1844.5301370936809	1647.7895410174792	1787.7422993300158
MED134_06344	3536.563195874137	3437.01958725263	3331.790523946781	3838.815542221584	3801.5756053708815	3630.4440975010593	4037.130294660639	3839.479162031531	3733.2720137663555	3951.3826937363224	4006.760544069128	4224.618409461769	4239.540763106723	3598.874428554191	3543.4057585162773	3459.496082361688	3862.338666607816	3399.452283534664	3783.849596155869	3973.0406232667897	3782.082845702734	3883.78976102061	3759.7047434521246	4004.005659007	4318.687524448356	4258.087933324322
MED134_06339	4671.509925024114	4571.149476245312	6140.374405233127	4302.018478365891	4298.198505508905	4566.408639573019	3865.249039196976	4458.246795132495	4260.98487336565	3805.816004053455	3644.5991740581226	3522.796452670334	4081.0532579438545	4442.311078770415	5287.345446979309	5903.775557376114	4730.564076168281	5693.362351979135	4711.545135075464	3857.1365209141954	4285.778251635431	4445.253895472049	4174.036493776761	4027.1016538937733	3697.3174564022474	3928.9862384077114
MED134_06334	28980.392388763947	25835.15730770788	32977.953715302654	24459.82977090226	18911.46125425442	24998.848866054646	2146.436484560343	2255.6420104134318	1948.5352638855964	10361.336580806043	10002.044895303949	12025.25920547838	13818.601045391028	28402.570655307634	36610.39426181473	27606.13210246452	24673.61744004308	23760.154837671304	25178.25712311028	1969.419706368258	1968.1970775173581	2027.3995418308148	9528.88101379516	8255.768354072115	10513.625698414271	13643.735004806906
MED134_06329	54613.15761393898	55060.3364537243	61050.51317175341	46003.85644376792	35967.28224219959	38889.087956625124	4965.150460248724	4205.540013882857	3726.6014860467017	25767.31189027698	23494.518102819227	32930.12492386074	28861.706743766594	53528.10455122253	58940.22579168689	55477.38446544648	41668.076160575634	35677.443775147345	36370.623273394776	3956.890051627494	3752.967504319341	3561.5409796277063	20197.36165190094	19103.537225209853	24114.235553711253	28619.349925026785
MED134_06319	17734.70686147719	19255.472455536597	16718.709723591062	14254.943106287134	12402.563891274405	12246.33198032419	2361.288053889922	1766.8675775437623	1912.9591160474415	8316.375567812931	7164.179794691394	10352.444140536714	8449.836807998869	18601.583114637146	15465.125539200468	16146.47050029371	12911.270483725866	10035.10631721391	11527.693511047279	1806.9639563494582	1751.7730399008044	1658.6915802984431	6519.169185487632	6802.820312104184	7505.002598070233	9239.842523101806
MED134_06314	2879.2786891917353	3443.2035015873776	3197.669024178497	2760.5537622959196	2663.704646194855	2283.801235948545	1407.6243138979842	1360.2488472202715	1489.7511907227267	2352.156923634198	1995.2512629553696	2604.268907920547	2431.0851238375667	2853.7330270473763	2548.0439551953964	3109.02003065327	2446.204018004339	2477.5669185083143	2429.492395876631	1324.3468744222632	1321.8364988060364	1422.4417068232776	2074.655726309074	2337.9445733111143	2298.9588840853376	2456.0627394590465
MED134_06309	5782.507016278781	6271.725918300859	5837.605079023535	6310.0795586837885	6058.95242418008	5735.170484838898	6365.8440783618835	5858.013575223081	5807.806134578749	6786.419463835757	6426.402143090027	6371.144285975551	5743.2853061401265	6273.456437792482	5530.01629985506	5707.19858372416	5917.419781664528	5428.080235220251	6095.9121769793865	5891.158513839638	5886.151516342592	5953.694510213065	6342.347679019975	6442.732755460398	5817.480690357088	5778.025960118217
MED134_06304	4892.378807836419	4889.00267305133	4754.009595747101	4604.881936614091	4175.764508556542	4479.258879915808	3831.9816994298153	3964.272634253574	3387.1457420909755	4214.406643370194	4142.430902494304	3649.778323509088	4035.771113611607	4906.8353992842385	4808.173339182273	4376.424202882973	4529.10206365862	4611.827568269837	4738.945425254523	3717.4815779155783	3895.6326770979663	3638.6434487953334	4285.6738008262555	4222.367792481949	3863.972661153513	4029.5616207601656
MED134_06299	906.0946337059019	868.2215725985413	1286.7696363907655	960.3401533248251	946.567838937959	1075.6429239883112	814.3567547169529	995.227940970795	753.769632320902	897.4939350102318	817.9464997616983	842.4904963433477	1177.335752638449	1041.6125548722923	1227.749992939186	1200.1541549277183	1124.4783459744274	1097.1396141068794	1183.4315805908184	903.4819781747291	1011.272857383179	901.5057933445651	1201.037605371414	1183.1448289724408	1097.054791541443	961.119778101856
MED134_06294	4036.8445207983937	3894.6292480239413	4027.6287999723345	3007.425656834368	3274.344205994767	3051.435420326441	2984.3576049457015	3055.360178236359	2920.2088017151955	2538.8838497101524	2690.421694555442	2732.771519727429	2951.8297836584193	3992.0554233918297	3930.033896996289	3829.371177522601	2989.0556333023387	3153.376111880495	2850.9349543450257	3221.5640252266103	3239.5669845921802	3205.6834296232723	2629.096043199184	2810.3626505405714	2877.2855548778084	3075.5832899259394
MED134_06289	4473.26014466849	3979.967265843456	4715.4994621502665	5545.709878343093	5433.008614761123	6016.9149133197425	5779.507214965677	8724.103653922673	6488.9411317300855	10944.607247742222	11485.448896927974	12492.126682693917	13945.957076325474	4669.024313696957	4736.194696380143	4185.020307485018	6133.211728118391	8289.766055822878	6500.392651051221	6960.89637653653	8723.92678984395	8750.14175733124	12071.814034774936	9199.554690581632	9966.201979496207	10058.728476456701
MED134_06284	1142.929941781747	1150.2080662630249	1596.1786408067082	990.0326492315113	990.1849503522384	1129.3653785715233	853.1686511119736	929.7113680542222	884.9566774740973	905.5252006479072	907.0852889749335	1104.8183133455634	868.8511443750093	1131.9807673954592	1196.9020031668447	1341.1205373491853	1024.1688083650145	1164.360421973384	1126.0214487870742	822.7291199782496	946.2485949602683	1048.7912793186224	741.0019910869173	806.2601851382738	876.3194210099655	917.6759738904409
MED134_06279	733.1250266842172	719.8076285646026	725.0528601334964	577.7311346415246	549.4225613237304	575.427180202404	441.48532149336086	519.9728009251802	464.71343113589535	489.90720389820257	412.6172884335915	490.43896222153364	583.0076082776935	756.2392521675547	799.9912014293859	720.3511468693309	541.1657407163286	600.185784522363	615.854141167438	503.5178216956955	518.2530766243931	487.32714486718265	433.0628421114643	510.21152340781384	524.2465050122589	474.3111226917519
MED134_06274	1405.0454231915305	1527.426840682619	1876.3730611147078	1261.5068975212146	1164.6533960093561	1186.6693301269493	880.8914342512742	889.1534895820582	755.2519718141584	547.1299715666402	555.0151026484451	601.453052894935	553.7628900631166	1458.5746582686588	1556.795217177494	1421.3032502861663	1231.5313819105236	1543.6778377915175	1351.747648833614	837.9296579917045	900.6345601262861	985.5277148733896	480.265193414271	576.3500542199379	652.2730199205158	589.1693995794659
MED134_06269	1902.665677238531	2255.8919493158683	1994.55933318775	1813.7873213855794	1616.128759771196	1686.8850739128566	1406.9312443195017	1447.6042777757018	1478.6336445233035	1241.8344492255667	1270.367901617552	1408.9665069713208	1037.7158076140176	2149.812213709023	1992.7801392932518	1989.0485886625331	1599.8949780055946	1517.2696632725335	1589.216830385465	1279.6952940077392	1301.4557598376614	1429.361159184475	918.5727412260471	1111.7572084133228	1132.3724508264793	1111.0901707220837
MED134_06264	3367.585195168337	3192.1365795966312	3238.835029057871	3262.78112163187	3082.275873275747	3248.417753798218	3221.387400786721	3114.6370775418295	3115.8776148250463	3377.1472006425274	3655.811600374253	3408.740880060675	3674.457336960544	3581.434948944457	3099.1947057945617	3062.462326367281	3134.0408473260277	2853.2832196193135	3738.1824458574365	3066.7085442145376	3130.86971009418	3151.316303928151	3220.249299991477	3425.5559688882645	4771.195034037885	3281.4950194759344
MED134_06259	2923.1863586664704	2644.2417695380077	2789.992782308564	2578.157001726275	2580.296485771057	2700.4487170494563	2531.090100618138	2452.19172916315	2256.861878482937	1480.7646019464114	1492.9345639927367	1269.8187083875368	1471.6696907980613	2880.6849500806015	2936.7286263268975	2648.6160660473784	2774.106624139311	2726.0438333005727	2579.541604000053	2608.7923365592073	2800.8958410823943	2561.1858668374653	1662.571706998857	1518.036754830656	1420.4321093700573	1576.4744843292983
MED134_06254	1571.3623530200734	1578.1349382275482	1487.2879182225568	979.8523649206475	1077.4191731807973	1125.783881599309	775.5448583219322	789.3187118044236	841.9688321696605	574.2354930937948	602.6679144919984	559.6326762713934	570.7436941877097	1758.2166261086334	1538.286423314089	1461.394606754657	1002.252438803294	975.9020856333622	1105.1450372220763	902.5319445488882	839.4923432211611	796.7255147321486	567.9267029766262	516.5104311042066	545.2163652127493	535.6085450722418
