index,D_10_R1,D_10_R2,D_10_R3,D_18_R1,D_18_R2,D_18_R3,D_18_R4,D_25_R1,D_25_R2,D_25_R3,D_34_R1,D_34_R2,D_34_R3,D_34_R4,L_10_R1,L_10_R2,L_10_R3,L_18_R1,L_18_R2,L_18_R3,L_18_R4,L_25_R1,L_25_R2,L_25_R3,L_34_R1,L_34_R2,L_34_R3,L_34_R4
MED134_04289,87.33796547241423,83.16126561304897,90.87401797175553,103.4769342004133,103.83347029459323,103.4456051563225,100.52299266629898,108.04266931728638,109.11644086711519,120.80290257972136,139.79037176392,137.66698680704073,154.97181756082531,136.56242005162184,92.53598771468161,86.46259674233251,89.3138519806258,103.95696914946042,110.8281653097602,99.53142361617623,105.9892368943895,106.79055032878223,102.71989261096036,114.7400297317544,116.21739229960077,139.80980210467803,141.215530531308,138.8843063929983
MED134_04284,171.70494425476127,155.26736869112685,139.17349140065974,188.69487297006313,178.29527107455513,186.89828937481587,186.98935452189124,209.3971798953767,193.0676613282281,198.95967099412672,221.88116491542078,230.9751683098326,212.63436493372672,222.39196431298382,151.82018001771814,127.29187299095311,151.15967991002606,184.2688414569969,201.92507344298508,170.9234184991322,199.4518317685263,191.69209760761444,171.22661254360463,187.82378337049647,239.06833819595724,248.0878150884038,219.03874283293982,232.81685119294764
MED134_04279,39.272797942327855,35.43041437262439,46.62396000385655,53.765415766094165,51.981078553137074,57.41582415514305,54.96564252166913,48.87766869303994,60.28593646693133,56.950045147109876,81.9596332218701,84.5314908263211,84.61058363851272,84.34997554159442,36.12264790186661,38.13000903569021,41.857093289228125,54.71407549343942,61.82762539314468,63.62676158202931,62.06445931248025,55.97239722194823,57.72201043765435,63.06620114216145,74.07565127841832,83.96827801913915,76.27673230160656,82.22679517478626
MED134_04274,24.691465516817978,24.142264673942627,26.737207905423137,36.549465039698255,37.236048165549654,40.90006592187457,41.3152295108004,46.69508444347987,47.75604526784303,48.50143965836761,65.87389490188882,70.91163108713585,63.43866063532172,62.86913372379689,25.859324010632854,25.421638126908967,27.636367242546843,38.46845116836406,41.0266583161716,41.70411443620632,41.6388500623033,46.509618039715015,44.063969772066805,46.7067325077672,59.81019784565034,62.009750319779876,62.0920491596196,66.42765909552494
MED134_04269,24.057657132243452,23.397084243119284,21.082178789441656,32.55069540094522,32.46980989712037,31.388084937340416,33.366653820707405,43.42333076306312,42.128750864369955,37.96857962648927,44.72603803552587,41.30121263274144,39.133611604827834,44.39408441251082,29.324530856759452,21.87696491727175,22.836681952353047,30.482193127062448,37.41957488631208,34.46467722400644,42.571222369359205,38.05125352956796,35.77579530086495,37.471541958863064,53.59383030486507,54.74898668855778,42.11046221099562,52.085298207114164
MED134_04259,389.11515380698256,379.3169270455531,379.2337540285025,352.0552266774896,361.801510314791,353.6776537725514,360.5869135551284,351.20108173462955,332.13367279164476,371.6471904142157,315.65713226381814,331.22328591632987,345.3646674088879,328.0025659421618,413.14414677644487,359.53922572604347,366.36156782635237,336.0945040855189,330.5704937100868,339.23171582617135,321.3122925102439,339.98367010860414,328.0936145048893,327.22691496028364,303.5689962073903,304.27928447209564,349.98732282801654,354.2975414466021
MED134_04254,164.7712352700345,174.8730050758876,192.7475240148078,202.935179427729,194.19917818579174,191.09425946826795,201.94235125457027,288.23449958524157,295.3389265862447,286.7125178027738,429.46604726657824,456.8289441595174,541.9023717576539,530.5632776802533,290.46866946049886,258.89223621492243,260.0259823909658,313.93979658339805,394.6430147408064,314.4117699703272,409.7103963302028,336.26192360248723,332.0694827225069,370.0937142719771,515.9368549292237,685.5506793085111,638.1102161207839,551.3218708522387
MED134_04249,218.7296651687537,224.61879622347462,243.3876638167341,209.09633844365806,196.4133452898844,207.83139767991895,199.690115474006,247.8926839976586,263.3630877144694,277.306098200881,412.65025031924813,423.15299535887243,467.179767203546,386.7642464662736,268.0473937056217,253.13724742519085,297.67169762662525,260.9557945922266,327.2679761748163,276.758684533413,332.2624542235,274.799114608384,282.35673157884236,318.9765976205845,420.05836623583264,545.7463178397244,462.0536736877471,481.4543105625973
MED134_04244,282.88952808041995,296.7640533131407,276.77295298557544,238.24170429045984,257.0316000692489,235.58298289917292,231.75904276196783,290.54608630787106,260.7430546836544,282.3317880710031,308.4569745214001,330.0217033747318,311.09663336984875,304.12852292497104,300.1666303316113,263.27136869218714,286.02467256376775,242.24977700378412,217.80959641617636,225.45922027103512,219.12900850870983,287.211566294022,262.94765961760754,277.950026097664,325.09259340800463,318.55818349458826,348.7446544623118,334.0173826102351
MED134_04239,95.15638538404474,96.7975126534298,97.28037214984194,125.05689141412046,125.20947034206166,129.01128312866436,127.95525501529993,148.38083750807402,150.9629088666716,185.36611377865322,156.69203653892546,160.83252799879327,165.87901531383676,149.80593026892137,93.13032572814873,87.42904805655029,98.52423597906895,111.07926646869375,127.25238173995398,135.13229953967559,115.93264028442786,131.71485842783179,126.4306792209296,141.8599257881615,163.50066055154406,197.8719692784434,177.72395096050107,160.19615014373318
MED134_04234,496.63323687660227,502.6769898075902,443.43332933511164,449.89655491575434,444.3751089708984,434.3837536112442,447.77626587950954,403.20037617211887,465.5099379011334,464.08741992728164,472.1256422791982,487.4136373831282,509.7250746415286,438.24222962018376,438.52012017971634,461.2569058257861,470.38151287992844,460.16997172807856,489.75494003551177,478.166545364108,506.49581114741653,418.5491938238937,443.17854330155757,449.93196265551836,431.4363429990062,477.4939819402741,426.96110799740364,457.57520179687566
MED134_04229,198.80505083159946,193.14451994015508,166.15846609623136,197.75236091862214,207.34798373593384,193.71160211745135,188.3672604939732,231.4859019725686,218.21243289985333,249.01857633151056,196.86956129803843,201.88177756567703,194.4864676924234,176.91195422731278,194.19104542294363,174.56001516515403,176.4161461345453,190.03463674904472,225.83102384195084,183.51011244288227,222.99297978334906,229.65620775990865,204.9863777647628,231.20140928780287,161.19060412302932,198.91756487313455,195.2570570912597,202.2835941676469
MED134_04224,251.39074163049605,245.53142725371796,227.34171912542567,398.33452338406045,424.12026826414854,406.99062826450074,389.49336786298517,558.2986883973365,546.0047609440165,678.6202438469991,866.2194535346592,865.3135523200494,945.5186659559422,844.6281704181371,272.77942173536684,248.5534107826266,254.56268677974316,359.42112840510765,322.6426125233946,354.46800908893755,359.02094793208454,592.9007489322508,505.0034078668443,513.5840362885853,772.8254471326546,819.1626607691828,883.1780113312382,811.2570678264448
